290	CAUTIN	BASE	UNIVERSAL	CAUTIN CON BASE		 $250 	 $250 	 $-   
291	ESTAÑO	BEST	0.03	ROLLO		 $80 	 $80 	 $-   
292	ESTAÑO	BEST	ESTAÑO PASTA	50 GRAMOS		 $95 	 $95 	 $-   
293	HERRAMIENTAS	BEST	LAVADORA ULTRASONICA	LAVADORA		 $700 	 $750 	 $-   
294	BATERIA	BLACKBERRY	8100	BB PEARL 8100		 $85 	 $85 	 $150 
295	CENTRO DE CARGA	BLACKBERRY	8100	BB PEARL 8100		 $20 	 $30 	 $-   
296	DISPLAY	BLACKBERRY	8100	BB PEARL 8100		 $180 	 $200 	 $-   
297	FLEX	BLACKBERRY	8220	BB PEARL 8220		 $100 	 $120 	 $-   
298	MYLAR	BLACKBERRY	8220	CONTACTOS TECLADO		 $100 	 $120 	 $-   
299	CENTRO DE CARGA	BLACKBERRY	8300	BB CURVE 8300		 $20 	 $30 	 $-   
300	DISPLAY	BLACKBERRY	8310	BB CURVE 8310		 $230 	 $250 	 $-   
301	SPEAKER	BLACKBERRY	8350	SPEAKER		 $25 	 $30 	 $-   
302	CARCASA	BLACKBERRY	8520	BB CURVE 8520		 $200 	 $200 	 $-   
303	CENTRO DE CARGA	BLACKBERRY	8520	BB CURVE 8520		 $20 	 $30 	 $250 
304	CONECTOR LCD	BLACKBERRY	8520	BB CURVE 8520		 $20 	 $25 	 $-   
305	DISPLAY	BLACKBERRY	8520	BB CURVE 8520	(005/111)	 $100 	 $100 	 $150 
306	DISPLAY	BLACKBERRY	8520	BB CURVE 8520	(007/111)	 $100 	 $100 	 $150 
307	DISPLAY	BLACKBERRY	8520	BB CURVE 8520	(009/114)	 $100 	 $100 	 $150 
308	DISPLAY	BLACKBERRY	8520	BB CURVE 8520	(010/113)	 $100 	 $100 	 $150 
309	MYLAR	BLACKBERRY	8520	CONTACTOS TECLADO		 $30 	 $30 	 $-   
310	LENS	BLACKBERRY	8520	LENS		 $30 	 $30 	 $-   
311	SPEAKER	BLACKBERRY	8520	SPEAKER		 $30 	 $30 	 $-   
312	TRACKPAD	BLACKBERRY	8520	TRACKPAD		 $75 	 $90 	 $-   
313	DISPLAY	BLACKBERRY	8700	8700		 $90 	 $100 	 $-   
314	DISPLAY	BLACKBERRY	8900	BB CURVE 8900		 $450 	 $450 	 $-   
315	FLEX	BLACKBERRY	8900	MEDIA TARJETA		 $350 	 $400 	 $-   
316	FLEX	BLACKBERRY	8900	TECLADO		 $130 	 $150 	 $-   
317	BATERIA	BLACKBERRY	9000	BB BOLD 9000		 $85 	 $85 	 $150 
318	BUZZER	BLACKBERRY	9000	BB BOLD 9000		 $30 	 $30 	 $-   
319	CENTRO DE CARGA	BLACKBERRY	9000	BB BOLD 9000		 $20 	 $30 	 $-   
320	DISPLAY	BLACKBERRY	9000	BOLD		 $350 	 $350 	 $-   
321	FLEX	BLACKBERRY	9000	MEDIA TARJETA		 $150 	 $180 	 $-   
322	SPEAKER	BLACKBERRY	9000	SPEAKER		 $30 	 $30 	 $-   
323	BATERIA	BLACKBERRY	9100	BB PEARL 9100		 $85 	 $85 	 $200 
324	CENTRO DE CARGA	BLACKBERRY	9100	BB PEARL 9100		 $20 	 $30 	 $-   
325	DISPLAY	BLACKBERRY	9100	BB PEARL 		 $280 	 $300 	 $-   
326	FLEX	BLACKBERRY	9100	MUSICA		 $100 	 $120 	 $-   
327	LENS	BLACKBERRY	9100	LENS		 $50 	 $60 	 $-   
328	BATERIA	BLACKBERRY	9220	BB CURVE 9220		 $85 	 $85 	 $250 
329	CARCASA	BLACKBERRY	9220	BB CURVE 9220		 $250 	 $280 	 $-   
330	CENTRO DE CARGA	BLACKBERRY	9220	BB CURVE 9220		 $20 	 $30 	 $-   
331	DISPLAY	BLACKBERRY	9220	BB CURVE 9220		 $230 	 $250 	 $450 
332	MYLAR	BLACKBERRY	9220	CONTACTOS TECLADO		 $30 	 $30 	 $-   
333	LENS	BLACKBERRY	9220	LENS		 $50 	 $50 	 $-   
334	TRACKPAD	BLACKBERRY	9220	TRACKPAD		 $100 	 $100 	 $-   
335	CARCASA	BLACKBERRY	9300	BB CURVE 9300		 $200 	 $200 	 $-   
336	MYLAR	BLACKBERRY	9300	CONTACTOS TECLADO		 $30 	 $30 	 $-   
337	LENS	BLACKBERRY	9300	LENS		 $40 	 $40 	 $-   
338	TRACKPAD	BLACKBERRY	9300	TRACKPAD		 $75 	 $75 	 $-   
339	CARCASA	BLACKBERRY	9320	BB CURVE 9320		 $350 	 $350 	 $-   
340	DISPLAY	BLACKBERRY	9320	BB CURVE 9320		 $230 	 $250 	 $450 
341	BATERIA	BLACKBERRY	9360	BB CURVE 9360	EM1	 $85 	 $85 	 $250 
342	BUZZER	BLACKBERRY	9360	BB CURVE 9360		 $30 	 $30 	 $-   
343	CARCASA	BLACKBERRY	9360	BB CURVE 9360		 $300 	 $300 	 $-   
344	CENTRO DE CARGA	BLACKBERRY	9360	BB CURVE 9360		 $20 	 $30 	 $-   
345	DISPLAY	BLACKBERRY	9360	BB CURVE 9360		 $230 	 $250 	 $450 
346	MYLAR	BLACKBERRY	9360	CONTACTOS TECLADO		 $30 	 $30 	 $-   
347	FLEX	BLACKBERRY	9360	TECLADO		 $200 	 $250 	 $-   
348	LENS	BLACKBERRY	9360	LENS		 $50 	 $60 	 $-   
349	TRACKPAD	BLACKBERRY	9360	TRACKPAD		 $100 	 $100 	 $-   
350	DISPLAY	BLACKBERRY	9380	BB CURVE 9380		 $160 	 $180 	 $550 
351	TOUCH	BLACKBERRY	9380	BB CURVE 9380		 $230 	 $250 	 $-   
352	TRACKPAD	BLACKBERRY	9380	TRACKPAD		 $100 	 $100 	 $-   
353	BATERIA	BLACKBERRY	9500	BB STORM		 $75 	 $85 	 $150 
354	CENTRO DE CARGA	BLACKBERRY	9500	BB STOR 9500	XT1032	 $20 	 $30 	
355	DISPLAY	BLACKBERRY	9500	STORM		 $100 	 $100 	 $200 
356	FLEX	BLACKBERRY	9500	MEDIA TARJETA		 $250 	 $300 	 $-   
357	DISPLAY	BLACKBERRY	9530	STORM		 $100 	 $100 	 $200 
358	DISPLAY	BLACKBERRY	9550	BB CURVE 9550		 $140 	 $140 	 $250 
359	SPEAKER	BLACKBERRY	9550	SPEAKER		 $30 	 $30 	 $-   
360	CARCASA	BLACKBERRY	9630	BB TOUR 9630		 $280 	 $280 	 $-   
361	DISPLAY	BLACKBERRY	9630	BB PEARL		 $500 	 $550 	 $-   
362	BUZZER	BLACKBERRY	9700	BB BOLD 9700		 $30 	 $30 	 $-   
363	CENTRO DE CARGA	BLACKBERRY	9700	BB BOLD 9700		 $20 	 $30 	 $-   
364	DISPLAY	BLACKBERRY	9700	BOLD 2		 $280 	 $280 	 $-   
365	DISPLAY	BLACKBERRY	9700	BOLD 2	004/111	 $280 	 $280 	 $-   
366	SPEAKER	BLACKBERRY	9700	SPEAKER		 $30 	 $30 	 $-   
367	SPEAKER	BLACKBERRY	9700	SPEAKER		 $30 	 $30 	 $-   
368	TRACKPAD	BLACKBERRY	9700	TRACKPAD		 $75 	 $90 	 $-   
369	CENTRO DE CARGA	BLACKBERRY	9790	BB BOLD 9790		 $20 	 $30 	 $-   
370	DISPLAY	BLACKBERRY	9790	BB CURVE 9790		 $450 	 $450 	 $680 
371	TOUCH	BLACKBERRY	9790	BB BOLD 9790		 $200 	 $230 	 $-   
372	TRACKPAD	BLACKBERRY	9790	TRACKPAD		 $100 	 $100 	 $-   
373	BATERIA	BLACKBERRY	9800	BB TORCH 9800	FS-1	 $85 	 $85 	 $180 
374	CENTRO DE CARGA	BLACKBERRY	9800	BB TORCH 9800		 $20 	 $30 	 $-   
375	DISPLAY	BLACKBERRY	9800	TORCH		 $250 	 $250 	 $-   
376	FLEX	BLACKBERRY	9800	SLIDER		 $100 	 $120 	 $250 
377	FLEX	BLACKBERRY	9800	TECLADO INFERIOR		 $230 	 $250 	 $-   
378	FLEX	BLACKBERRY	9800	TECLADO SUPERIOR		 $70 	 $80 	 $-   
379	TOUCH	BLACKBERRY	9800	TORCH		 $130 	 $150 	 $-   
380	TRACKPAD	BLACKBERRY	9800	TRACKPAD		 $75 	 $90 	 $-   
381	TECLADO	BLACKBERRY	9800	TECLADO SUPERIOR		 $20 	 $20 	 $-   
382	DISPLAY	BLACKBERRY	9810	TORCH 2		 $450 	 $450 	 $-   
383	FLEX	BLACKBERRY	9810	SLIDER		 $220 	 $220 	 $450 
384	CENTRO DE CARGA	BLACKBERRY	9860	BB TORCH 9800		 $20 	 $30 	 $-   
385	DISPLAY	BLACKBERRY	9860	TORCH		 $530 	 $600 	 $-   
386	TOUCH	BLACKBERRY	9860	TORCH		 $260 	 $280 	 $-   
387	TRACKPAD	BLACKBERRY	9860	TRACKPAD		 $100 	 $100 	 $-   
388	BATERIA	BLACKBERRY	9900	BB BOLD TORCH 9900		 $85 	 $85 	 $250 
389	CENTRO DE CARGA	BLACKBERRY	9900	BB BOLD 9900		 $20 	 $30 	 $-   
390	DISPLAY	BLACKBERRY	9900	BOLD 3		 $250 	 $250 	 $-   
391	FLEX	BLACKBERRY	9900	TECLADO		 $180 	 $200 	 $-   
392	FLEX	BLACKBERRY	9900	VIBRADOR		 $120 	 $120 	 $-   
393	TOUCH	BLACKBERRY	9900	BOLD		 $250 	 $280 	 $-   
394	TRACKPAD	BLACKBERRY	9900	TRACKPAD		 $80 	 $80 	 $-   
395	TRACKBALL	BLACKBERRY	8100/8300/9000	TRACKBALL		 $30 	 $30 	 $-   
396	BATERIA	BLACKBERRY	8350i	BB CURVE 8350		 $85 	 $85 	 $150 
397	SPEAKER	BLACKBERRY	8350i	SPEAKER		 $25 	 $30 	 $-   
398	BATERIA	BLACKBERRY	8520/8300	BB CURVE 8520		 $85 	 $85 	 $180 
399	CENTRO DE CARGA	BLACKBERRY	PLAYBOOK	PLAYBOOK		 $20 	 $30 	 $-   
400	DISPLAY	BLACKBERRY	PLAYBOOK	PLAYBOOK		 $1,050 	 $1,100 	 $-   
401	TOUCH	BLACKBERRY	PLAYBOOK	PLAYBOOK		 $650 	 $700 	 $-   
402	BATERIA	BLACKBERRY	Q10	Q10	NX1	 $120 	 $150 	 $350 
403	CENTRO DE CARGA	BLACKBERRY	Q10	Q10		 $20 	 $30 	 $-   
404	DISPLAY	BLACKBERRY	Q10	SQN100	SQN100	 $280 	 $300 	 $550 
405	FLEX	BLACKBERRY	Q10	FLEX MICROFONO		 $120 	 $120 	
406	MICROFONO	BLACKBERRY	Q10	BB CURVE Q10		 $20 	 $25 	
407	DISPLAY + TOUCH	BLACKBERRY	Q5	TBBQ PEARL		 $350 	 $350 	 $-   
408	LECTOR SIM	BLACKBERRY	Q5	BB CURVE Q5		 $30 	 $30 	 $350 
409	MICROFONO	BLACKBERRY	UNIVERSAL	MICROFONO BLACKBERRY		 $25 	 $30 	 $-   
410	BATERIA	BLACKBERRY	Z10	Z10	LS1	 $120 	 $150 	 $350 
411	CAMARA TRASERA	BLACKBERRY	Z10	Z10		 $100 	 $100 	
412	DISPLAY + TOUCH	BLACKBERRY	Z10	BB CURVE Z10		 $250 	 $280 	 $850 
413	LECTOR SIM	BLACKBERRY	Z10	BB CURVE Z10		 $25 	 $25 	
414	MICROFONO	BLACKBERRY	Z10	BB Z10		 $25 	 $25 	 $-   
415	SPEAKER	BLACKBERRY	Z10	SPEAKER		 $30 	 $30 	 $-   
416	BATERIA	BLACKBERRY	Z30	Z30		 $350 	 $350 	 $500 
417	DISPLAY + TOUCH	BLACKBERRY	Z30	BB CURVE Z30		 $700 	 $700 	 $1,200 
418	CORTADORA	CORTADORA SIM	MICRSOM	MICROSIM		 $75 	 $75 	 $-   
419	CORTADORA	CORTADORA SIM	NANOSIM	NANOSIM		 $75 	 $75 	 $-   
420	HERRAMIENTA	GARFIO	GARFIO	GARFIO		 $80 	 $80 	 $-   
421	ADAPTADOR	GENERICA	UNIVERSAL	ADAPTADOR DE SIM		 $40 	 $40 	 $-   
422	HERRAMIENTAS	GENERICA	UNIVERSAL	ALCOHOL		 $120 	 $120 	 $-   
423	BUZZER	GENERICO	GENERICO	UNIVERSAL	VARIOS	 $20 	 $30 	 $1,100 
424	HERRAMIENTA	GENERICO	MICROSPCOPIO	MICROSCOPIO DIGITAL	IMCLUYE BASE	 $5,000 	 $5,000 	 $-   
425	HERRAMINETA	GENERICO	PUNTA PARA CAUTIN	PUNTA CAUTIN		 $40 	 $40 	 $-   
426	LECTOR SIM	GENERICO	UNIVERSAL	BB CURVE 		 $25 	 $25 	
427	HERRAMINETA	GORDAK	850	PISTOLA DE CALOR		 $1,600 	 $1,600 	 $-   
428	HERRAMINETA	GORDAK	952	PISTOLA DE CALOR	INCLUYE CAUTIN	 $1,800 	 $1,800 	 $-   
429	ESPATULA	HERRAMIENTA	UNIVERSAL	ESPATULA		 $65 	 $65 	 $-   
430	VENTOSA	HERRAMIENTA	UNIVERSAL	HERRAMIENTA PARA DESPEGAR TOUCH		 $60 	 $60 	 $-   
431	DISPLAY	HTC	621	XCALIBUR		 $250 	 $290 	 $-   
432	DISPLAY + TOUCH	HTC	626S	DESIRE HD		 $750 	 $750 	
433	BATERIA	HTC	EVO	HTC EVO		 $180 	 $200 	 $-   
434	BATERIA	HTC	G1	HTC G1		 $180 	 $200 	 $-   
435	DISPLAY	HTC	GD19	VIVID		 $700 	 $800 	 $-   
436	FLEX CENTRO DE CARGA	HTC	GD19	GD19		 $120 	 $120 	 $-   
437	TOUCH	HTC	GD19	VIVID		 $350 	 $400 	 $-   
438	DISPLAY	HTC	HD2	(T-MOBILE)		 $680 	 $720 	 $-   
439	TOUCH	HTC	HD2	HD2 T-MOBILE		 $650 	 $700 	 $-   
440	DISPLAY + TOUCH	HTC	INSPIRE HD	INSPIRE HD		 $600 	 $600 	 $-   
441	DISPLAY + TOUCH	HTC	M7	BB CURVE M7		 $650 	 $700 	 $1,150 
442	FLEX CENTRO DE CARGA	HTC	M7	M7		 $120 	 $120 	
443	FLEX LECTOR SIM	HTC	M7	M7		 $100 	 $100 	 $-   
444	DISPLAY + TOUCH	HTC	M8	BB CURVE M8		 $950 	 $1,000 	 $1,300 
445	FLEX CENTRO DE CARGA	HTC	M8	M8		 $150 	 $150 	
446	FLEX LECTOR SIM	HTC	M8	M8		 $180 	 $180 	
447	DISPLAY + TOUCH	HTC	M9	BB CURVE M9		 $1,150 	 $1,200 	 $1,600 
448	FLEX CENTRO DE CARGA	HTC	M9	M9		 $280 	 $280 	
449	DISPLAY + TOUCH	HTC	ONE X	ONE X		 $500 	 $500 	 $850 
450	TOUCH	HTC	ST6356	HTC 6356		 $330 	 $350 	 $-   
451	DISPLAY + TOUCH	HUAWEI	G7	ASCEND G7		 $850 	 $850 	 $1,500 
452	DISPLAY + TOUCH	HUAWEI	L23 / P8	G ELITE / P8 LITE		 $900 	 $950 	 $1,400 
453	TOUCH	LANIX	S400	S400		 $200 	 $200 	 $-   
454	TOUCH	LANIX	S410			 $180 	 $180 	
455	TOUCH	LANIX	S420			 $180 	 $200 	
456	TOUCH	LANIX	S500	S500		 $200 	 $200 	 $-   
457	TOUCH	LANIX	S520			 $180 	 $180 	
458	TOUCH	LANIX	S620			 $200 	 $230 	
459	TOUCH	LANIX	S670			 $200 	 $230 	
460	TOUCH	LANIX	T99	POP		 $160 	 $160 	 $-   
461	TOUCH	LANIX	W250			 $160 	 $180 	
462	TOUCH	LANIX	X200			 $160 	 $180 	
463	FLEX ENCENDIDO	LF	D802	ON/OFF		 $80 	 $80 	 $250 
464	DISPLAY	LG	A130			 $140 	 $150 	 $-   
465	FLEX	LG	A130			 $80 	 $90 	 $-   
466	DISPLAY	LG	A175			 $130 	 $150 	 $-   
467	FLEX	LG	A175	SLIDER		 $70 	 $80 	 $-   
468	DISPLAY	LG	A200			 $140 	 $140 	 $250 
469	FLEX	LG	A200			 $70 	 $80 	 $-   
470	FLEX	LG	A200	JOYSTICK		 $50 	 $70 	 $-   
471	FLEX	LG	A200	SLIDER		 $65 	 $75 	 $-   
472	DISPLAY + TOUCH	LG	BL40			 $350 	 $380 	 $-   
473	BATERIA	LG	BL-T9	NEXUS 5		 $250 	 $250 	 $450 
474	DISPLAY	LG	C193			 $130 	 $150 	 $-   
475	DISPLAY	LG	C195			 $130 	 $150 	 $-   
476	DISPLAY	LG	C205			 $160 	 $180 	 $350 
477	DISPLAY	LG	C660H			 $150 	 $160 	 $-   
478	TOUCH	LG	C660H			 $220 	 $240 	 $-   
479	BATERIA	LG	CHOCOLATE			 $75 	 $75 	 $-   
480	CENTRO DE CARGA	LG	CHOCOLATE	CHOCOLATE		 $20 	 $30 	 $-   
481	DISPLAY	LG	CHOCOLATE			 $200 	 $200 	 $-   
482	FLEX	LG	CHOCOLATE			 $48 	 $53 	 $-   
483	MICROFONO	LG	CHOCOLATE			 $20 	 $20 	 $-   
484	BATERIA	LG	COOKIE			 $75 	 $75 	 $-   
485	BUZZER	LG	COOKIE	COOKIE		 $30 	 $30 	 $180 
486	FLEX	LG	COOKIE			 $140 	 $140 	 $-   
487	TOUCH	LG	COOKIE			 $50 	 $60 	 $-   
488	TOUCH	LG	CT810			 $120 	 $130 	 $-   
489	TOUCH	LG	CU920			 $150 	 $180 	 $-   
490	DISPLAY	LG	D100	L20		 $140 	 $140 	 $-   
491	TOUCH	LG	D100	L20		 $130 	 $140 	 $-   
492	DISPLAY	LG	D120	L30		 $150 	 $150 	
493	TOUCH	LG	D120	L30		 $140 	 $150 	 $-   
494	TOUCH	LG	D213	L50		 $180 	 $200 	 $-   
495	DISPLAY	LG	D280	L65		 $280 	 $280 	 $-   
496	TOUCH	LG	D280	L65		 $160 	 $160 	 $-   
497	BATERIA	LG	D290	(BL-41ZH)		 $100 	 $120 	 $250 
498	LECTOR SIM	LG	D290			 $30 	 $30 	
499	DISPLAY + TOUCH	LG	D290G	L FINO		 $630 	 $630 	 $-   
500	DISPLAY	LG	D320	L70		 $250 	 $250 	 $-   
501	DISPLAY + TOUCH	LG	D320	L70		 $700 	 $700 	 $-   
502	FLEX CENTRO DE CARGA	LG	D320	CENTRO DE CARGA		 $90 	 $100 	 $-   
503	SPEAKER	LG	D320	L70		 $50 	 $50 	 $-   
504	TOUCH	LG	D320	L70		 $200 	 $200 	 $-   
505	DISPLAY	LG	D331	L80+BELLO		 $350 	 $380 	 $700 
506	TOUCH	LG	D331	L80+BELLO		 $380 	 $380 	
507	BUZZER	LG	D373	L80		 $30 	 $30 	
508	DISPLAY	LG	D373	L80		 $580 	 $600 	 $-   
509	TOUCH	LG	D373	L80		 $230 	 $230 	 $-   
510	DISPLAY	LG	D400	L90		 $380 	 $400 	 $-   
511	FLEX CENTRO DE CARGA	LG	D400	CENTRO DE CARGA		 $140 	 $150 	 $-   
512	TOUCH	LG	D400	L90		 $280 	 $300 	 $-   
513	BATERIA	LG	D625	(BL-59UH)		 $100 	 $120 	 $250 
514	DISPLAY + TOUCH	LG	D625	G2  MINI		 $1,950 	 $2,000 	 $2,400 
515	BATERIA	LG	D680	(BL-48TH)		 $100 	 $120 	 $350 
516	DISPLAY	LG	D680	PRO LITE		 $680 	 $680 	 $950 
517	FLEX CENTRO DE CARGA	LG	D680	CENTRO DE CARGA		 $100 	 $120 	 $-   
518	FLEX SENSOR	LG	D680	SENSOR DE PROXIMIDAD		 $130 	 $150 	 $-   
519	TAPA	LG	D680	BB CURVE D680		 $180 	 $200 	
520	TOUCH	LG	D680	G PROLITE		 $300 	 $330 	 $750 
521	DISPLAY + TOUCH	LG	D693N	G3 STYLUS		 $1,300 	 $1,350 	 $2,000 
522	BATERIA	LG	D805	(BLT7)		 $230 	 $250 	 $380 
523	DISPLAY	LG	D805	G2		 $2,000 	 $2,100 	 $2,900 
524	FLEX SENSOR	LG	D805	SENSOR DE PROXIMIDAD		 $80 	 $80 	 $250 
525	SPEKAER	LG	D805			 $30 	 $30 	
526	DISPLAY + TOUCH	LG	D820	NEXUS 5		 $930 	 $930 	 $2,600 
527	FLEX CENTRO DE CARGA	LG	D820	CENTRO DE CARGA	NEXUS 5	 $180 	 $190 	 $-   
528	TAPA	LG	D820	NEXUS 5	INCLUYE ANTENA NFC	 $400 	 $450 	 $550 
529	BATERIA	LG	D855	G3		 $120 	 $120 	 $-   
530	BUZZER	LG	D855	G3		 $120 	 $120 	 $350 
531	CENTRO DE CARGA	LG	D855	G3		 $20 	 $30 	
532	DISPLAY + TOUCH	LG	D855	G3		 $1,600 	 $1,600 	 $3,400 
533	LECTOR SIM	LG	D855	G3		 $30 	 $30 	
534	SPEAKER	LG	D855	G3		 $25 	 $25 	 $250 
535	TAPA	LG	D855	G3		 $200 	 $200 	 $350 
536	BUZZER	LG	E400	L3		 $25 	 $30 	 $-   
537	CENTRO DE CARGA	LG	E400	E401		 $20 	 $30 	 $-   
538	DISPLAY	LG	E400	L3		 $140 	 $160 	 $-   
539	TOUCH	LG	E400	LGE CH  H		 $100 	 $100 	 $-   
540	DISPLAY	LG	E410	L1X		 $160 	 $180 	 $-   
541	TOUCH	LG	E410	L1X		 $130 	 $150 	 $-   
542	DISPLAY	LG	E425	L3X		 $180 	 $200 	 $-   
543	TOUCH	LG	E425	LGE CH  H		 $150 	 $170 	 $-   
544	DISPLAY	LG	E440	L4X		 $160 	 $180 	 $350 
545	TOUCH	LG	E440	L4X		 $200 	 $220 	 $-   
546	DISPLAY	LG	E450F	L5X		 $200 	 $220 	 $-   
547	FLEX CENTRO DE CARGA	LG	E450F	CENTRO DE CARGA	L5X	 $120 	 $130 	 $-   
548	TOUCH	LG	E450F	L5X		 $180 	 $200 	 $400 
549	BATERIA	LG	E500			 $75 	 $75 	 $-   
550	DISPLAY	LG	E500			 $480 	 $500 	 $-   
551	DISPLAY	LG	E510			 $300 	 $350 	 $-   
552	TOUCH	LG	E510			 $180 	 $200 	 $-   
553	BUZZER	LG	E612	(L5)		 $20 	 $20 	 $-   
554	CENTRO DE CARGA	LG	E612	(L5)		 $20 	 $30 	 $-   
555	DISPLAY	LG	E612	L5		 $180 	 $200 	 $-   
556	FLEX CENTRO DE CARGA	LG	E612	L5		 $70 	 $70 	 $250 
557	FLEX SENSOR	LG	E612	L5		 $80 	 $80 	
558	TOUCH	LG	E612	L5		 $150 	 $150 	 $-   
559	DISPLAY + TOUCH	LG	E730	SOL		 $1,000 	 $1,000 	 $-   
560	FLEX ENCENDIDO	LG	E730	ON/OFF		 $100 	 $100 	 $-   
561	BATERIA	LG	E900			 $75 	 $75 	 $-   
562	DISPLAY	LG	E900			 $400 	 $450 	 $-   
563	TOUCH	LG	E900			 $280 	 $300 	 $-   
564	FLEX	LG	E900H	PRINCIPAL		 $180 	 $200 	 $-   
565	BATERIA	LG	E960	(BL-T5)		 $200 	 $200 	 $350 
566	DISPLAY + TOUCH	LG	E960	NEXUS 4	CON MARCO	 $1,000 	 $1,000 	 $1,400 
567	FLEX CENTRO DE CARGA	LG	E960	CENTRO DE CARGA	NEXUS 4	 $80 	 $80 	 $-   
568	TAPA	LG	E960	NEXUS		 $200 	 $200 	 $-   
569	TOUCH	LG	E960	LGE CH  H		 $430 	 $450 	 $-   
570	CAMARA TRASERA	LG	E976	E977		 $100 	 $100 	
571	DISPLAY + TOUCH	LG	E976	OPTIMUS G	LS970	 $1,050 	 $1,050 	 $-   
572	FLEX CENTRO DE CARGA	LG	E976	CENTRO DE CARGA		 $80 	 $80 	
573	FLEX SIM	LG	E980	SIM		 $90 	 $90 	
574	DISPLAY + TOUCH	LG	E980H	E980H	E986	 $1,500 	 $1,500 	 $-   
575	BATERIA	LG	G4	BL-51YF		 $120 	 $120 	 $280 
576	TAPA	LG	G4			 $200 	 $200 	
577	DISPLAY	LG	GB280			 $120 	 $120 	 $-   
578	FLEX	LG	GB280			 $70 	 $80 	 $-   
579	FLEX	LG	GD330			 $90 	 $100 	 $-   
580	FLEX	LG	GD330	JOYSTICK		 $90 	 $100 	 $-   
581	DISPLAY	LG	GD330/GM310			 $160 	 $180 	 $-   
582	MICROFONO	LG	GD350			 $25 	 $30 	 $-   
583	DISPLAY	LG	GD510	POP		 $160 	 $180 	 $-   
584	TOUCH	LG	GD510	POP		 $60 	 $60 	 $-   
585	BATERIA	LG	GD900			 $75 	 $75 	 $-   
586	DISPLAY	LG	GD900			 $200 	 $230 	 $-   
587	BATERIA	LG	GM205			 $75 	 $75 	 $-   
588	DISPLAY	LG	GM205			 $190 	 $190 	 $-   
589	BATERIA	LG	GM310	(570N)		 $75 	 $75 	 $-   
590	BATERIA	LG	GM360			 $75 	 $75 	 $150 
591	DISPLAY	LG	GM360			 $230 	 $250 	 $-   
592	MICROFONO	LG	GM360			 $20 	 $25 	 $-   
593	TOUCH	LG	GM360			 $60 	 $60 	 $-   
594	DISPLAY	LG	GS155			 $150 	 $160 	 $-   
595	TOUCH	LG	GS290			 $60 	 $60 	 $-   
596	DISPLAY	LG	GT350			 $150 	 $150 	 $-   
597	FLEX	LG	GT350			 $90 	 $100 	 $-   
598	TOUCH	LG	GT350			 $180 	 $190 	 $-   
599	DISPLAY	LG	GT360			 $130 	 $130 	 $-   
600	FLEX	LG	GT360			 $45 	 $55 	 $-   
601	FLEX	LG	GT360	JOYSTICK		 $90 	 $100 	 $-   
602	TOUCH	LG	GT360			 $130 	 $140 	 $-   
603	BATERIA	LG	GT540			 $75 	 $75 	 $-   
604	DISPLAY	LG	GT540			 $140 	 $150 	 $-   
605	FLEX MICRO SD	LG	GT540	MICRO SD		 $100 	 $120 	 $-   
606	TOUCH	LG	GT540			 $180 	 $180 	 $-   
607	DISPLAY	LG	GU200			 $160 	 $180 	 $-   
608	FLEX	LG	GU200			 $90 	 $110 	 $-   
609	DISPLAY	LG	GU230			 $130 	 $150 	 $-   
610	FLEX	LG	GU230			 $60 	 $70 	 $-   
611	TOUCH	LG	GU920			 $160 	 $180 	 $-   
612	BATERIA	LG	GW300			 $75 	 $75 	 $150 
613	MICROFONO	LG	GW300			 $25 	 $30 	 $-   
614	DISPLAY	LG	GW300/C305			 $180 	 $180 	 $-   
615	DISPLAY	LG	GW525			 $300 	 $330 	 $-   
616	DISPLAY	LG	GW550			 $330 	 $350 	 $-   
617	DISPLAY	LG	H221	JOY		 $650 	 $650 	 $-   
618	DISPLAY + TOUCH	LG	H320	LEON		 $950 	 $980 	
619	DISPLAY	LG	H420	SPIRIT		 $950 	 $950 	
620	DISPLAY + TOUCH	LG	H500	MAGNA		 $1,100 	 $1,150 	 $1,350 
621	DISPLAY + TOUCH	LG	H542	G4 STYLUS		 $1,250 	 $1,300 	
622	DISPLAY + TOUCH	LG	H650	ZERO		 $1,750 	 $1,750 	 $2,300 
623	DISPLAY + TOUCH	LG	H815P	G4		 $1,350 	 $1,400 	 $-   
624	DISPLAY	LG	KC550			 $200 	 $220 	 $-   
625	FLEX	LG	KC550	OSRAY		 $110 	 $130 	 $-   
626	BATERIA	LG	KC910			 $75 	 $75 	 $-   
627	DISPLAY	LG	KC910			 $250 	 $250 	 $-   
628	TOUCH	LG	KC910			 $130 	 $150 	 $-   
629	DISPLAY	LG	KE850	PRADA		 $250 	 $290 	 $-   
630	TOUCH	LG	KE850	PRADA		 $220 	 $240 	 $-   
631	DISPLAY	LG	KE970	SHINE		 $135 	 $140 	 $-   
632	FLEX	LG	KE970	SLIDER		 $70 	 $70 	 $-   
633	FLEX	LG	KE970	TECLADO		 $100 	 $120 	 $-   
634	DISPLAY	LG	KF240D			 $180 	 $200 	 $-   
635	FLEX	LG	KF300			 $50 	 $70 	 $-   
636	DISPLAY	LG	KF350	ICE CREAM		 $160 	 $180 	 $-   
637	FLEX	LG	KF350	PRINCIPAL		 $85 	 $90 	 $-   
638	DISPLAY	LG	KF510			 $230 	 $250 	 $-   
